"file","caption","category","png_time","StartTime"
"sel09_len_flt5sex1.png","Female ending year selectivity for Other.Rec","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel09_len_flt5sex2.png","Male ending year selectivity for Other.Rec","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel09_len_flt6sex1.png","Female ending year selectivity for SFBay","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel09_len_flt6sex2.png","Male ending year selectivity for SFBay","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt1sex1.png","Female ending year selectivity and growth for Bottom.Trawl","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt1sex2.png","Male ending year selectivity and growth for Bottom.Trawl","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt2sex1.png","Female ending year selectivity and growth for Gillnet","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt2sex2.png","Male ending year selectivity and growth for Gillnet","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt3sex1.png","Female ending year selectivity and growth for Comm.HL","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt3sex2.png","Male ending year selectivity and growth for Comm.HL","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt4sex1.png","Female ending year selectivity and growth for CPFV","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt4sex2.png","Male ending year selectivity and growth for CPFV","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt5sex1.png","Female ending year selectivity and growth for Other.Rec","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt5sex2.png","Male ending year selectivity and growth for Other.Rec","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt6sex1.png","Female ending year selectivity and growth for SFBay","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sel21_agelen_contour_flt6sex2.png","Male ending year selectivity and growth for SFBay","Sel",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"ts1_Total_biomass_(mt).png","Total biomass (mt)","Timeseries",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"ts4_Summary_biomass_(mt).png","Summary biomass (mt)","Timeseries",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"ts7_Spawning_output.png","Spawning output","Timeseries",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"ts9_Fraction_of_unfished.png","Fraction of unfished","Timeseries",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)","Timeseries",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)","Timeseries",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"recdevs1_points.png","Recruitment deviations","RecDev",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"SR_curve.png","Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.","S-R",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"SR_curve2.png","Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.","S-R",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"SR_resids.png","Deviations around the stock-recruit curve. Labels are on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.","S-R",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch1 landings.png","landings","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch2 landings stacked.png","landings stacked","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch3 observed and expected landings (if different).png","observed and expected landings (if different)","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch4 total catch (including discards).png","total catch (including discards)","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch5 total catch (including discards) stacked.png","total catch (including discards) stacked","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch6 discards.png","discards","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch7 discards stacked plot (depends on multiple fleets).png","discards stacked plot (depends on multiple fleets)","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch8 discard fraction.png","discard fraction","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch9 harvest rate.png","harvest rate","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"catch16 landings + dead discards.png"," landings + dead discards","Catch",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"SPR1_series.png","Timeseries of SPR","SPR",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"SPR2_minusSPRseries.png","Timeseries of 1-SPR","SPR",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"SPR4_phase.png","Phase plot of biomass ratio vs. SPR ratio","SPR",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_dataBottom.Trawl.png","Total discard for Bottom.Trawl","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_fitBottom.Trawl.png","Total discard for Bottom.Trawl","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_dataGillnet.png","Total discard for Gillnet","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_fitGillnet.png","Total discard for Gillnet","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_dataComm.HL.png","Total discard for Comm.HL","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_fitComm.HL.png","Total discard for Comm.HL","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_dataCPFV.png","Total discard for CPFV","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_fitCPFV.png","Total discard for CPFV","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_dataOther.Rec.png","Total discard for Other.Rec","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"discard_fitOther.Rec.png","Total discard for Other.Rec","Discard",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index1_cpuedata_Bottom.Trawl.png","Index data for Bottom.Trawl. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index2_cpuefit_Bottom.Trawl.png","Fit to index data for Bottom.Trawl. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index3_obs_vs_exp_Bottom.Trawl.png","Observed vs. expected index values with smoother for Bottom.Trawl","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index4_logcpuedata_Bottom.Trawl.png","Log index data for Bottom.Trawl. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index5_logcpuefit_Bottom.Trawl.png","Fit to log index data on log scale for Bottom.Trawl. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index6_log_obs_vs_exp_Bottom.Trawl.png","log(observed) vs. log(expected) index values with smoother for Bottom.Trawl","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index10_resids_SE_total_Bottom.Trawl.png","Residuals of fit to index for Bottom.Trawl.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index12_resids_SE_total_Bottom.Trawl.png","Deviations for fit to index for Bottom.Trawl.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index1_cpuedata_CPFV.png","Index data for CPFV. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index2_cpuefit_CPFV.png","Fit to index data for CPFV. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index3_obs_vs_exp_CPFV.png","Observed vs. expected index values with smoother for CPFV","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index4_logcpuedata_CPFV.png","Log index data for CPFV. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index5_logcpuefit_CPFV.png","Fit to log index data on log scale for CPFV. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index6_log_obs_vs_exp_CPFV.png","log(observed) vs. log(expected) index values with smoother for CPFV","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index10_resids_SE_total_CPFV.png","Residuals of fit to index for CPFV.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index12_resids_SE_total_CPFV.png","Deviations for fit to index for CPFV.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index1_cpuedata_SFBay.png","Index data for SFBay. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index2_cpuefit_SFBay.png","Fit to index data for SFBay. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index3_obs_vs_exp_SFBay.png","Observed vs. expected index values with smoother for SFBay","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index4_logcpuedata_SFBay.png","Log index data for SFBay. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index5_logcpuefit_SFBay.png","Fit to log index data on log scale for SFBay. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index6_log_obs_vs_exp_SFBay.png","log(observed) vs. log(expected) index values with smoother for SFBay","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index10_resids_SE_total_SFBay.png","Residuals of fit to index for SFBay.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index12_resids_SE_total_SFBay.png","Deviations for fit to index for SFBay.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"index9_standcpueall.png","Standardized indices overlaid","Index",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers1_sex1_beg.png","Beginning of year expected numbers at age of females in (max ~ 9.8 million)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers1_sex2_beg.png","Beginning of year expected numbers at age of males in (max ~ 9.8 million)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers2_meanage_beg.png","Beginning of year mean age in the population","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers1_sex1_mid.png","Middle of year expected numbers at age of females in (max ~ 8.6 million)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers1_sex2_mid.png","Middle of year expected numbers at age of males in (max ~ 8.2 million)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers2_meanage_mid.png","Middle of year mean age in the population","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers3_frac_female_age.png","Fraction female in numbers at age","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers6_len_sex1.png","Beginning of year expected numbers at length of females in (max ~ 5.8 million)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers6_len_sex2.png","Beginning of year expected numbers at length of males in (max ~ 5.8 million)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers7_meanlen.png","Beginning of year mean length (cm) in the population","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers6_len_sex1.png","Middle of year expected numbers at length of females in (max ~ 766.2 thousand)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers6_len_sex2.png","Middle of year expected numbers at length of males in (max ~ 777.0 thousand)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers7_meanlen.png","Middle of year mean length (cm) in the population","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers8_frac_female_len.png","Middle of year mean length (cm) in the population","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers4_equilagecomp.png","Equilibrium age distribution","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers5_ageerrorSD.png","Ageing imprecision: SD of observed age (yr)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers5_ageerror_matrix_1.png","Ageing imprecision: matrix for method 1 <br>(White = 1.0, Orange = 0.5, Red = 0.0)","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"numbers10_ageerror_matrix_1.png","Distribution of observed age at true age 
 for ageing error type 1","Numbers",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_flt1mkt2_page1.png","Length comp data, retained, Bottom.Trawl (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_flt1mkt2_page2.png","Length comp data, retained, Bottom.Trawl (plot 2 of 2)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_bubflt1mkt2_page2.png","Length comp data, retained, Bottom.Trawl (max=0.27) (plot 2 of 2)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_data_weighting_TA1.8_Bottom.Trawl.png","Mean length for Bottom.Trawl with 95% confidence intervals based on current samples sizes.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_flt1mkt1.png","Length comp data, discard, Bottom.Trawl.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_bubflt1mkt1.png","Length comp data, discard, Bottom.Trawl (max=0.19)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_data_weighting_TA1.8_Bottom.Trawl.png","Mean length for Bottom.Trawl with 95% confidence intervals based on current samples sizes.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_flt3mkt2.png","Length comp data, retained, Comm.HL.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_bubflt3mkt2.png","Length comp data, retained, Comm.HL (max=0.11)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_data_weighting_TA1.8_Comm.HL.png","Mean length for Comm.HL with 95% confidence intervals based on current samples sizes.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_flt4mkt2.png","Length comp data, retained, CPFV.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_bubflt4mkt2.png","Length comp data, retained, CPFV (max=0.12)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_data_weighting_TA1.8_CPFV.png","Mean length for CPFV with 95% confidence intervals based on current samples sizes.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_flt5mkt2.png","Length comp data, retained, Other.Rec.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_bubflt5mkt2.png","Length comp data, retained, Other.Rec (max=0.11)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_data_weighting_TA1.8_Other.Rec.png","Mean length for Other.Rec with 95% confidence intervals based on current samples sizes.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_flt6mkt0_page1.png","Length comp data, whole catch, SFBay (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_flt6mkt0_page2.png","Length comp data, whole catch, SFBay (plot 2 of 2)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_bubflt6mkt0_page2.png","Length comp data, whole catch, SFBay (max=0.18) (plot 2 of 2)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat_data_weighting_TA1.8_SFBay.png","Mean length for SFBay with 95% confidence intervals based on current samples sizes.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat__aggregated_across_time.png","Length comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat__page1_multi-fleet_comparison.png","Length comp data,  comparing across fleets (plot 1 of 2)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lendat__page2_multi-fleet_comparison.png","Length comp data,  comparing across fleets (plot 2 of 2)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_bubflt1mkt2_page1.png","Conditional age-at-length data, retained, Bottom.Trawl (max=1) (plot 1 of 3)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_bubflt1mkt2_page2.png","Conditional age-at-length data, retained, Bottom.Trawl (max=1) (plot 1 of 3) (plot 2 of 3)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_bubflt1mkt2_page3.png","Conditional age-at-length data, retained, Bottom.Trawl (max=1) (plot 1 of 3) (plot 2 of 3) (plot 3 of 3)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_data_weighting_TA1.8_condAgeBottom.Trawl.png","Mean age from conditional data (aggregated across length bins) for Bottom.Trawl with 95% confidence intervals  based on current samples sizes.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_Andre_plotsflt1mkt2_page1.png","Conditional AAL plot, retained, Bottom.Trawl (plot 1 of 4)
These plots show mean age and std. dev. in conditional A@L.<br>Left plots are mean A@L by size-class (obs. and pred.) with 90% CIs based on adding 1.64 SE of mean to the data.<br>Right plots in each pair are SE of mean A@L (obs. and pred.) with 90% CIs based on the chi-square distribution.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_Andre_plotsflt1mkt2_page2.png","Conditional AAL plot, retained, Bottom.Trawl (plot 2 of 4)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_Andre_plotsflt1mkt2_page3.png","Conditional AAL plot, retained, Bottom.Trawl (plot 3 of 4)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_Andre_plotsflt1mkt2_page4.png","Conditional AAL plot, retained, Bottom.Trawl (plot 4 of 4)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_bubflt3mkt2_page1.png","Conditional age-at-length data, retained, Comm.HL (max=1) (plot 1 of 3)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_bubflt3mkt2_page2.png","Conditional age-at-length data, retained, Comm.HL (max=1) (plot 1 of 3) (plot 2 of 3)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_bubflt3mkt2_page3.png","Conditional age-at-length data, retained, Comm.HL (max=1) (plot 1 of 3) (plot 2 of 3) (plot 3 of 3)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_data_weighting_TA1.8_condAgeComm.HL.png","Mean age from conditional data (aggregated across length bins) for Comm.HL with 95% confidence intervals  based on current samples sizes.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
